ID,CharName,Gender,HairColor,Tags,Description,url,MAL_ID
5866,Choujirou SASAKIBE,Male,White,"AgentsoftheAfterlife,FacialHair,Shinigami,SwordFighters",Sasakibe works underneath Genryuusai Yamamoto as vice-captain of the first protection squad. He has a large interest in Western culture and likes to make tea from his own grown tealeaves. Sasakibe’s zanpakutou is named Gonryoumaru.,https://www.anime-planet.com/characters/choujirou-sasakibe,269.0
9325,Gasper VLADI,Male,Blonde,"Crossdressers,Demons,Half-Breeds,Hikikomori,PointyEars,Vampires",Unknown,https://www.anime-planet.com/characters/gasper-vladi,24703.0
8400,Hajime KANZAKI,Male,Blonde,"Teenagers,Scars,Piercings,HighSchoolStudents,FacialHair,Delinquents",Unknown,https://www.anime-planet.com/characters/hajime-kanzaki,9513.0
2517,Masamune USAMI,Female,Purple,"HairRibbons,HighSchoolStudents,PartTimeEmployees,Pigtails,Teenagers,Tsundere",Unknown,https://www.anime-planet.com/characters/masamune-usami,10110.0
6716,Miharu ROKUJOU,Male,Black,"HighSchoolStudents,Ninja,Orphans,Stoic,Teenagers",Unknown,https://www.anime-planet.com/characters/miharu-rokujou,3655.0
3364,Jirou MOCHIZUKI,Male,Black,"Goggles,Hats,SwordFighters,Vampires",Unknown,https://www.anime-planet.com/characters/jirou-mochizuki,1498.0
595,Ergo Proxy,Male,Black,"Immortal,Masks","A mysterious being of strange power, Ergo Proxy seems to have an agenda that involves Re'l Mayer. Not afraid to use violence and murder to get what he wants, he vanishes as quickly as he appears into someone's life.",https://www.anime-planet.com/characters/ergo-proxy,790.0
4482,Johannes KRAUSER II,Male,Blonde,"Guitarists,Adults,BandMembers,Musicians,Sadistic,Singers,Armor,Delinquents","Negishi's stage persona and the lead performer in the band Detroit Metal City. He is crude, loud and has a no holds barred personality. His musical prowess is unmatched.",https://www.anime-planet.com/characters/johannes-krauser-ii,3702.0
10635,Gauche ADLA,Male,Brown,"Teenagers,SisterComplex,Scars,Orphans,MagicUsers,Knights,BlindingBangs,Nobility",Unknown,https://www.anime-planet.com/characters/gauche-adla,34572.0
9097,Niko NIIYAMA,Female,Blonde,"Airheads,HighSchoolStudents,Hyperactive,Pigtails,Teenagers,Wealthy",Unknown,https://www.anime-planet.com/characters/niko-niiyama,31798.0
2408,Jonah,Male,White,"Scars,Orphans,Gunslingers,Children,Bodyguards,Dark-skinned",Unknown,https://www.anime-planet.com/characters/jonah,12413.0
1336,Isuzu,Female,Brown,"Freckles,Hats,Lancers,Musicians,PersoninaStrangeWorld,Ponytail,VideoGamers",Unknown,https://www.anime-planet.com/characters/isuzu,17265.0
4363,Natsuki SHINOHARA,Female,Black,"HighSchoolStudents,Teenagers","Eighteen-year-old Natsuki invites Kenji Koiso to visit her extended family for a secretive reason, but deep down she's a caring girl who loves her relatives more than anything. She has a special bond with her great-grandmother Sakae , and is a talented Koi-Koi player thanks to the woman's teachings. Her parents are Yukiko and Kazuo Shinohara , and she is especially fond of her half-great-uncle, Wabisuke .",https://www.anime-planet.com/characters/natsuki-shinohara,5681.0
6270,Nojiko,Female,Blue,"Adults,Headbands,Orphans,Tattoos","Nojiko is Nami ’s older adoptive sister. She is very levelheaded and more grounded than Nami. She is extremely supportive of her sister, even when she does things that most would disapprove of. Nojiko tends to keep herself out of trouble and tries her hardest to keep the villagers safe by preventing them from rising up against Arlong .",https://www.anime-planet.com/characters/nojiko,21.0
8235,Oota,Male,Blonde,"HighSchoolStudents,Ponytail,Teenagers",Unknown,https://www.anime-planet.com/characters/oota-tanaka-kun-wa-itsumo-kedaruge,33004.0
3706,Marl,Female,Blue,"Animals,Cats,Anthropomorphic",Unknown,https://www.anime-planet.com/characters/marl-fairy-tail,6702.0
4732,Momoe SAWAKI,Female,Brown,"Teenagers,Moles,MiddleSchoolStudents",Unknown,https://www.anime-planet.com/characters/momoe-sawaki,43299.0
1672,Ren,Female,Green,"Scantily-clad,HighSchoolStudents,HairAntenna,Frequently-Naked,DeadlyChefs,Aliens,Airheads","Utterly confused by most of the rituals and etiquittes of Earth, Ren thinks nothing of dressing in highly inappropriate clothes or even being naked. Completely devoted to Takeya, she constantly refers to him as ""master"", much to his chagrin. Kind and gentle, she always has her heart in the right place, even if it often gets her into trouble.",https://www.anime-planet.com/characters/ren-dears,63.0
3060,Jewelry BONNEY,Female,Pink,"BigEaters,Hats,Piercings,Pirates,Sailors,Superpowers","As one of the Eleven Supernovas, Jewelry has a bounty of on hundred and forty million on her head. Despite her slim stature, she is a glutton who is constantly eating something and demanding more even before she finishes her current meal.",https://www.anime-planet.com/characters/jewelry-bonney,21.0
3967,Kobato HANATO,Female,Brown,"Clumsy,EternalOptimists,Hats,PartTimeEmployees,RapunzelHair",Unknown,https://www.anime-planet.com/characters/kobato-hanato,2768.0
8062,Kohina HIRUKO,Female,Blue,"Children,DualWielders,SwordFighters,Bloodthirsty",Unknown,https://www.anime-planet.com/characters/kohina-hiruko,20787.0
14141,Haruka OUMA,Female,Brown,"Adults,Scientists",Unknown,https://www.anime-planet.com/characters/haruka-ouma,10793.0
4993,Luck GANDOR,Male,Brown,"Gangsters,Immortal",Unknown,https://www.anime-planet.com/characters/luck-gandor,2251.0
10373,Tengen UZUI,Male,White,"Muscular,NoEyebrows,DualWielders,Ponytail,SwordFighters,Piercings,Headbands,Adults,BigEgo,Ninja",Unknown,https://www.anime-planet.com/characters/tengen-uzui,47398.0
1837,Kaede SAKURA,Female,Brown,"Teenagers,SchoolIdols,HighSchoolStudents,HairAntenna,HairRibbons",Unknown,https://www.anime-planet.com/characters/kaede-sakura,6205.0
11294,Makoto KIBUNE,Male,Brown,"AgentsoftheAfterlife,Glasses,Shinigami,SwordFighters","Kibune joined the Third Division at the same time as Amagai and has been given the role of third seat. He is quite kind and, despite being new, is very well liked with the squad. He is generally considered to have better leadership qualities than Kira , and is ultimately more popular.",https://www.anime-planet.com/characters/makoto-kibune,269.0
7221,Aoba SERAGAKI,Male,Blue,"Adults,Headphones",Unknown,https://www.anime-planet.com/characters/aoba-seragaki,23333.0
6689,Kirikou RUNG,Male,Black,"Glasses,Teenagers,Dark-skinned","Kilik is one of the strongest attackers among the one-star technicians. A close range fighter, he uses his partners Thunder and Fire to wreak devastating attacks upon his opponents. Quick witted and calm, Kilik is never blinded by his ability and always secures his team before anything else.",https://www.anime-planet.com/characters/kirikou-rung,3588.0
2020,Lithuania,Male,Brown,"Anthropomorphic,Shy",Unknown,https://www.anime-planet.com/characters/lithuania,15195.0
4186,Kasumi MIWA,Female,Blue,"Exorcists,Poor,SwordFighters",Unknown,https://www.anime-planet.com/characters/kasumi-miwa,38777.0
10704,Mimosa VERMILLION,Female,Orange,"Capes,ElementalPowers,Knights,MagicUsers,NaturePowers,Royalty,Teenagers",Unknown,https://www.anime-planet.com/characters/mimosa-vermillion,34572.0
3454,Natsume ASAHINA,Male,Orange,"Adults,Moles,Smokers,Triplets",Unknown,https://www.anime-planet.com/characters/natsume-asahina,15605.0
8452,Tatsuya HIMEKAWA,Male,White,"Wealthy,Teenagers,Sunglasses,Pompadours,Piercings,HighSchoolStudents,Delinquents",Unknown,https://www.anime-planet.com/characters/tatsuya-himekawa,9513.0
1142,Finland,Male,Blonde,"Anthropomorphic,Shy",Unknown,https://www.anime-planet.com/characters/finland,15195.0
10843,Darius,Male,Brown,"Adults,Dark-skinned,FacialHair,Military,Muscular,Shapeshifters",Unknown,https://www.anime-planet.com/characters/darius,5114.0
2920,Jack,Male,Blonde,"Animals,Anthropomorphic,Dogs,Teenagers",Unknown,https://www.anime-planet.com/characters/jack-beastars,39195.0
1754,Akane MISHIMA,Female,Orange,"Teenagers,Shy,HighSchoolStudents,Headbands,Glasses,Bookworms,Librarians",Unknown,https://www.anime-planet.com/characters/akane-mishima,6205.0
1215,Liechtenstein,Female,Blonde,"Anthropomorphic,HairRibbons,Shy",Unknown,https://www.anime-planet.com/characters/liechtenstein,15195.0
6605,Aoba YAMASHIRO,Male,Black,"Sunglasses,Ninja,Headbands,Beastmasters,Adults",Unknown,https://www.anime-planet.com/characters/aoba-yamashiro,20.0
9282,Cordelia,Female,Purple,"Adults,Chokers,Cruel,Manipulative,RapunzelHair,Vampires",Unknown,https://www.anime-planet.com/characters/cordelia-diabolik-lovers,17513.0
3762,Azuma,Male,Brown,"Piercings,MagicUsers,FacialHair,Dark-skinned,ElementalPowers,NaturePowers",Unknown,https://www.anime-planet.com/characters/azuma-fairy-tail,6702.0
6151,Fakir,Male,Black,"Bossy,Dancers,Ponytail,Teenagers","Mytho 's best friend Fakir is also a very skilled ballet dancer. Much of his time is spent telling Mytho what to do and think, or telling other people that they are stupid.",https://www.anime-planet.com/characters/fakir,721.0
6765,Satoshi HOUJOU,Male,Blonde,"Orphans,Teenagers",Unknown,https://www.anime-planet.com/characters/satoshi-houjou,10491.0
10149,Zombina,Female,Red,"Undead,SharpTeeth,Police,Monsters,Heterochromia,HairAntenna",Unknown,https://www.anime-planet.com/characters/zombina,30307.0
4703,Pakunoda,Female,Blonde,"Thieves,Superpowers,Gunslingers,BigNoses",Unknown,https://www.anime-planet.com/characters/pakunoda,136.0
3493,Chizuru KIRISHIKI,Female,Blonde,"Vampires,Scantily-clad","Chizuru is the wife of Seishirou and mother of Sunako , who recently moved into the village. Being somewhat flamboyant and rarely venturing outside of her mansion, she strikes the other villagers as rather odd. However on the rare moments that she makes a public appearance, Chizuru is entirely sociable.",https://www.anime-planet.com/characters/chizuru-kirishiki,7724.0
6924,Kou ICHINOMIYA,Male,Black,"Adults,UniversityStudents,Wealthy","Kou Ichinomiya, twenty-one-year-old prodigy, comes from an illustrious line of corporate conquerors. As fitting of his title, he lives by his family's steadfast rule: ""Never be in debt to anyone."" But when a certain girl fishes him from a near-drowning in the Arakawa River, his life plan of ""never being in debt"" is placed in sudden jeopardy! Now Kou finds himself in a circumstance that might shake the foundations his life had been built upon at that point: taking a deep breath and letting go.",https://www.anime-planet.com/characters/kou-ichinomiya,7647.0
11243,Meiko SHIRAKI,Female,Grey,"Glasses,HighSchoolStudents,HugeBreasts,Sadistic,StudentCouncil,Teenagers",Unknown,https://www.anime-planet.com/characters/meiko-shiraki,30240.0
17622,Kayo SENJU,Female,Blonde,"Analytical,Braids,Children,Gunslingers,RosyCheeks",Unknown,https://www.anime-planet.com/characters/kayo-senju,20787.0
5881,Yuri KOIGAKUBO,Female,Red,"Adults,Teachers",Unknown,https://www.anime-planet.com/characters/yuri-koigakubo,4224.0
8534,Tokiomi TOHSAKA,Male,Brown,"MagicUsers,FacialHair,Adults",Unknown,https://www.anime-planet.com/characters/tokiomi-tohsaka,356.0
9330,Hanayo KOIZUMI,Female,Brown,"BigEaters,HighSchoolStudents,Idols,Shy,Teenagers",Unknown,https://www.anime-planet.com/characters/hanayo-koizumi,41319.0
8234,Minko TSURUGI,Female,Black,"Cooks,HighSchoolStudents,Hot-Headed,PartTimeEmployees,Ponytail,Teenagers",Unknown,https://www.anime-planet.com/characters/minko-tsurugi,9289.0
6881,Toua TOKUCHI,Male,Blonde,"Adults,Analytical,Anti-GravityHair,Athletes,BaseballPlayers,Gamblers,Manipulative,Smokers,BigEgo",Unknown,https://www.anime-planet.com/characters/toua-tokuchi,5040.0
4605,Zarbon,Male,Green,"Aliens,Armor,BigEgo,Circlets,Military,Piercings,Ponytail",Unknown,https://www.anime-planet.com/characters/zarbon,12231.0
1078,Lyra,Female,Orange,"Musicians,RosyCheeks,Singers,MagicalFamiliars",Unknown,https://www.anime-planet.com/characters/lyra-fairy-tail,6702.0
6079,Dalton,Male,Black,"Adults,FacialHair,Hats,Military,Superpowers","Dalton is one of Wapol ’s previous officers who has a very strong moral code and disapproved of his king’s ruthless rule. He has a kind heart and cares very much for the citizens of the Drum Kingdom, happily risking his life to protect them. He ate one of the Ox Ox fruits and has the ability to transform himself into a bison when he so desires.",https://www.anime-planet.com/characters/dalton,21.0
9381,Kafuka FUURA,Female,Black,"EternalOptimists,HighSchoolStudents,Teenagers","Kafuka is one of Nozomu ’s students and his complete polar opposite. Unlike her teacher, Kafuka has an eternally optimistic view of the world believing that Nozomu is attempting to make himself taller when he tries to hang himself. Her cheerful attitude is somewhat irritating to those around her, especially when she gives them some rather bizarre nicknames.",https://www.anime-planet.com/characters/kafuka-fuura,4872.0
8131,Akira Kaburagi REGENDORF,Male,Black,"Werewolves,Teenagers,Shapeshifters,HighSchoolStudents,Amnesia",Unknown,https://www.anime-planet.com/characters/akira-kaburagi-regendorf,6747.0
6851,Kanzo MOGI,Male,Black,"Adults,Detectives",Unknown,https://www.anime-planet.com/characters/kanzo-mogi,1535.0
1120,Sweden,Male,Blonde,"Anthropomorphic,Glasses,Kuudere,Stoic",Unknown,https://www.anime-planet.com/characters/sweden,15195.0
17568,Kimihito KURUSU,Male,Black,"PartTimeEmployees,Adults",Unknown,https://www.anime-planet.com/characters/kimihito-kurusu,30307.0
10965,Kanji TATSUMI,Male,Blonde,"HighSchoolStudents,Hot-Headed,Piercings,Scars,Tattoos,Teenagers",Unknown,https://www.anime-planet.com/characters/kanji-tatsumi,10588.0
5679,Seidou TAKIZAWA,Male,Brown,"Adults,Detectives,Police",Unknown,https://www.anime-planet.com/characters/seidou-takizawa,22319.0
3382,Azusa ASAHINA,Male,Black,"Actors,Adults,BlindingBangs,Glasses,Moles,Triplets",Unknown,https://www.anime-planet.com/characters/azusa-asahina,15605.0
19531,Akari KIRISHIMA,Female,Blonde,"Exorcists,HairAntenna,HighSchoolStudents,Pigtails,Teenagers,Tsundere,Twins","Twin sister of Kotone, Akari is the daughter of a Buddhist monk. Using her special powers, she attempts to keep peace with the spirit world. A polar opposite to her sister, she is a shy tsundere.",https://www.anime-planet.com/characters/akari-kirishima,6512.0
1891,Kokkuri-san,Male,White,"Cooks,Smokers,AnimalEars,Youkai,Kitsune,Shapeshifters",Unknown,https://www.anime-planet.com/characters/kokkuri-san,23251.0
7178,Yuuzuki KIRYUU,Female,Blonde,"Adults,Otaku,Perverted,Teachers","As Mikazuki's elder sister, Yuuzuki tries her best to be a responsible role model as she starts her new job as a teacher. Not realising that Keita and his sisters are not blood related, she is utterly disgusted by their flirtatious behaviour, especially when it seems his harem is growing! With a love for cosplay and eroge, it seems Yuuzuki has plenty of erotic thoughts of her own to worry about.",https://www.anime-planet.com/characters/yuuzuki-kiryuu,5042.0
1348,Cheza,Female,Purple,"ExoticEyes,HumanGuise",Unknown,https://www.anime-planet.com/characters/cheza,202.0
9196,Bartolomeo,Male,Green,"Adults,Hot-Headed,Muscular,NoEyebrows,Piercings,Pirates,Sailors,SharpTeeth,Superpowers,Tattoos",Unknown,https://www.anime-planet.com/characters/bartolomeo,21.0
470,Elliot NIGHTRAY,Male,Brown,"Tsundere,Teenagers,Nobility,Musicians,Moles,Hot-Headed,HighSchoolStudents,Pianists",Unknown,https://www.anime-planet.com/characters/elliot-nightray,5530.0
13393,Kana MINAMI,Female,Brown,"Airheads,Teenagers,Pigtails,Mischievous,MiddleSchoolStudents,Bossy,Hyperactive,Hot-Headed",Unknown,https://www.anime-planet.com/characters/kana-minami,2963.0
4199,Adam BLADE,Male,White,"Superpowers,Sunglasses,Perverted,Muscular,Flirts,Adults,Gloves",Unknown,https://www.anime-planet.com/characters/adam-blade,6030.0
8119,Charlotte HAZELRINK,Female,Pink,"Flirts,HairAntenna,HighSchoolStudents,Mischievous,Royalty,Teenagers,Foreigners",Unknown,https://www.anime-planet.com/characters/charlotte-hazelink,6201.0
11061,Lucky,Male,White,"Animals,FacialHair,Hats,Hot-Headed,Unibrows,Cats,Anthropomorphic",Unknown,https://www.anime-planet.com/characters/lucky-fairy-tail,6702.0
3319,Grimlock,Male,Black,"PersoninaStrangeWorld,Glasses,Blacksmiths,VideoGamers,Adults",Unknown,https://www.anime-planet.com/characters/grimlock,11757.0
24307,Chinatsu YOSHIKAWA,Female,Pink,"LGBT+,Lesbians,MiddleSchoolStudents,Pigtails,RosyCheeks,Teenagers",Unknown,https://www.anime-planet.com/characters/chinatsu-yoshikawa,10495.0
2838,Gouhin,Male,Multicolored,"Adults,Animals,Anthropomorphic,Bears,Doctors,Pandas,Scars,Smokers",Unknown,https://www.anime-planet.com/characters/gouhin,39195.0
6275,Evangeline A.K. MCDOWELL,Female,Blonde,"Vampires,MiddleSchoolStudents,MagicUsers,Immortal,Puppeteers,ElementalPowers,LightningPowers,Necromancers",Unknown,https://www.anime-planet.com/characters/evangeline-ak-mcdowell,1546.0
2596,Latifah FULLANZA,Female,Blonde,"Royalty,MagicUsers,Crowns,Chokers,HairDrills",Unknown,https://www.anime-planet.com/characters/latifah-fullanza,22147.0
1584,Souichiro TAKAGI,Male,Brown,"Adults,Dark-skinned,Gloves,Ruthless,SwordFighters,Wealthy",Unknown,https://www.anime-planet.com/characters/souichiro-takagi,8074.0
11350,Kenryuu,Male,Black,"AgentsoftheAfterlife,Cowardly,Shinigami,SwordFighters","Kenryuu’s full name is Ryuusei Kenzaki and he works as one of Lurichiyo ’s bodyguards. He cares very much for the young princess and strives to protect her, though in battle he will often run away instead of fighting. His zanpakutou is called Benishidare.",https://www.anime-planet.com/characters/kenryuu,269.0
8573,Ranko HATA,Female,Green,"Teenagers,Stoic,Reporters,Photographers,HighSchoolStudents",Unknown,https://www.anime-planet.com/characters/ranko-hata,8675.0
16891,Julius EUCLIUS,Male,Purple,"Adults,Knights,MagicUsers",Unknown,https://www.anime-planet.com/characters/julius-euclius,38472.0
7463,Homura,Unknown,Grey,"Aliens,GeneticallyEngineered,Masks,Smokers,ElementalPowers,FirePowers","Homura is Sekirei #6 of 108, and has the ability to create deadly flames to burn his opponents. In battle, he wears a mask and has self-styled as a protector of unwinged Sekirei; in his normal interactions, he's cool and standoffish but not hostile, preferring to keep to himself. His powers are unstable, and overuse of his flames can cause him to lose control or self-immolate. He works at a Host club under the alias Kagari, and tends smoke when upset.",https://www.anime-planet.com/characters/homura,4063.0
5065,Sharon RAINSWORTH,Female,Blonde,"Nobility,MagicUsers,HairRibbons",Unknown,https://www.anime-planet.com/characters/sharon-rainsworth,5530.0
3901,Rika KAWAI,Female,Multicolored,"Teenagers,Scars,MiddleSchoolStudents,Idols,Chokers",Unknown,https://www.anime-planet.com/characters/rika-kawai,43299.0
4868,Natsume TSUCHIMIKADO,Female,Black,"Crossdressers,Onmyouji",Unknown,https://www.anime-planet.com/characters/natsume-tsuchimikado,16011.0
26495,Ninja Ninja,Male,White,"Afros,ComicRelief,Dark-skinned,EpicEyebrows,Ninja,Piercings,Scarves,Smokers,Sunglasses",Unknown,https://www.anime-planet.com/characters/ninja-ninja,1292.0
3128,Ema HINATA,Female,Brown,"HighSchoolStudents,Ponytail,Teenagers",Unknown,https://www.anime-planet.com/characters/ema-hinata,15605.0
12413,Rokurouta SAKURAGI,Male,Black,"Boxers,Prisoners,Teenagers,Athletes",Unknown,https://www.anime-planet.com/characters/rokurouta-sakuragi,6114.0
7378,Kaede MIZUNO,Female,Blonde,"Teenagers,HighSchoolStudents,HairAntenna,Athletes,AnimalLovers,TrackandFielders","Smart, cute and everything Junpei looks for in a girl, Kaede is completely oblivious to any romantic feelings directed towards her. Completely naive, she often takes things out of context. Although she adores cats, they are wary of her because of the scent left on her by her canine companions!",https://www.anime-planet.com/characters/kaede-mizuno,6512.0
6547,Silva ZOLDYCK,Male,White,"Adults,Assassins",Unknown,https://www.anime-planet.com/characters/silva-zoldyck,136.0
7720,Junpei KOUSAKA,Male,Black,"Cursebearers,HighSchoolStudents,Teenagers","Suffering from an unfortunate allergy to cats, Junpei's life becomes ten times worse after he destroys the statue of a cat deity. Forced into performing the bidding of every kitty he stumbles across, his kind nature sees him attempt to balance his own love life with acting as a guidance counselor to neko-kind!",https://www.anime-planet.com/characters/junpei-kousaka,6512.0
1048,Laki OLIETTA,Female,Purple,"ElementalPowers,Glasses,HairRibbons,MagicUsers,NaturePowers",Unknown,https://www.anime-planet.com/characters/laki-olietta,6702.0
893,Toji SUZUHARA,Male,Black,"Dark-skinned,KansaiDialect,MiddleSchoolStudents,Teenagers",Unknown,https://www.anime-planet.com/characters/toji-suzuhara,2759.0
987,Jude HEARTFILIA,Male,Blonde,"Adults,FacialHair",Unknown,https://www.anime-planet.com/characters/jude-hearfilia,6702.0
27734,Yusuke FUJISAKI,Male,Black,"Analytical,Charismatic,Goggles,Hats,HighSchoolStudents,Teenagers","Despite his carefree looks and goofy attitude, ""Bossun"" is a worthy leader for the SKET-dan. His friends Switch and Himeko respect him, and he is protective and sensitive towards them, despite their random hijinks. His deduction and drawing skills are also surprisingly good. When he puts on his goggles, his concentration is heightened, allowing him to solve cases and devise brilliant plans to aid his club's clients.",https://www.anime-planet.com/characters/yusuke-fujisaki,9969.0
10959,Yukiko AMAGI,Female,Black,"DeadlyChefs,Headbands,HighSchoolStudents,Teenagers","In addition to being a student in Yu's class, Yukiko helps manage her family’s inn, and is best friends with Chie .",https://www.anime-planet.com/characters/yukiko-amagi,10588.0
4592,Tao Pai Pai,Male,Black,"Adults,Assassins,EpicEyebrows,FacialHair,MartialArtists",Unknown,https://www.anime-planet.com/characters/tao-pai-pai,223.0
28593,Kazuyoshi USUI,Male,Black,"Glasses,HighSchoolStudents,Mute,Otaku,Teenagers,VideoGamers",Unknown,https://www.anime-planet.com/characters/kazuyoshi-usui,9969.0
9035,Meroune LORELEI,Female,Pink,"HairDrills,Headbands,Mermaids,Monsters,PointyEars",Unknown,https://www.anime-planet.com/characters/meroune-lorelei,30307.0
11010,Otto SUWEN,Male,Grey,"Adults,Capes,Hats,Merchants",Unknown,https://www.anime-planet.com/characters/otto-suwen,33569.0
5004,Haruna NIEKAWA,Female,Black,"HighSchoolStudents,Teenagers,TransferStudents",Unknown,https://www.anime-planet.com/characters/haruna-niekawa,6746.0
7570,Rima MASHIRO,Female,Blonde,"Children,ElementarySchoolStudents,Headbands,MagicalGirl,StudentCouncil",Unknown,https://www.anime-planet.com/characters/rima-mashiro,2923.0
8695,Kish,Male,Green,"Aliens,PointyEars",Unknown,https://www.anime-planet.com/characters/kish,687.0
8990,Denny BROSH,Male,Blonde,"Military,Adults,Gunslingers",Unknown,https://www.anime-planet.com/characters/denny-brosh,121.0
22803,Hime ONIZUKA,Female,Blonde,"Chokers,HighSchoolStudents,KansaiDialect,Teenagers",Unknown,https://www.anime-planet.com/characters/hime-onizuka,9969.0
6526,Hiashi HYUGA,Male,Black,"Adults,ExoticEyes,Ninja,Twins",Unknown,https://www.anime-planet.com/characters/hiashi-hyuga,34566.0
5716,Max LOBO,Male,Brown,"Adults,MilitaryVeterans,Reporters,Smokers",Unknown,https://www.anime-planet.com/characters/max-lobo,36649.0
5524,Laurent THIERRY,Male,Blonde,"Thieves,Manipulative,LGBT+,Charismatic,Bisexual",Unknown,https://www.anime-planet.com/characters/laurent-thierry,40052.0
6090,Uub,Male,Black,"Mohawks,MartialArtists,Dark-skinned",Unknown,https://www.anime-planet.com/characters/uub,225.0
8425,Kotone KIRISHIMA,Female,Blonde,"Exorcists,HighSchoolStudents,Mischievous,Perverted,Pigtails,Stalkers,Teenagers,Twins","Twin sister of Akari, Kotone is the daughter of a Buddhist monk. Using her special powers, she attempts to keep peace with the spirit world. A polar opposite to her sister, she is sadistic and jelaous.",https://www.anime-planet.com/characters/kotone-kirishima,6512.0
7032,Kuki URIE,Male,Black,"Detectives,ExoticEyes,Headphones,Moles,Police,Selfish,Teenagers",Unknown,https://www.anime-planet.com/characters/kuki-urie,36511.0
17459,Mochizou OOJI,Male,Brown,"Teenagers,Piercings,PartTimeEmployees,HighSchoolStudents",Unknown,https://www.anime-planet.com/characters/mochizou-ooji,21647.0
1277,Cordelia GALLO,Female,Blonde,"Adults,GothicLolita,SmallStature,RapunzelHair,Gloves",Unknown,https://www.anime-planet.com/characters/cordelia-gallo,8425.0
8583,Yahiro SAMUKAWA,Male,Brown,"HighSchoolStudents,Teenagers",Unknown,https://www.anime-planet.com/characters/yahiro-samukawa,10793.0
1857,Yukiko KANZAKI,Female,Black,"Assassins,MiddleSchoolStudents,Teenagers",Unknown,https://www.anime-planet.com/characters/yukiko-kanzaki,34389.0
3701,Ggio VEGA,Male,Black,"Masks,SwordFighters",Unknown,https://www.anime-planet.com/characters/ggio-vega,269.0
6058,Jango,Male,Grey,"Adults,BreathtakingBeards,FacialHair,Gloves,Hats,Pirates,Sailors,Sunglasses","Jango is the first mate of the Black Cat pirates. If his distinctive appearance didn’t make him stand out enough, then Jango’s habit of moonwalking everywhere would certainly get him a few sideways glances. His primary form of attack is to hypnotise his opponent, unfortunately he has a tendency to hypnotise himself at the same time!",https://www.anime-planet.com/characters/jango,21.0
1208,Kain HIKARU,Male,Black,"MagicUsers,Overweight,Capes",Unknown,https://www.anime-planet.com/characters/kain-hikaru,6702.0
4958,Hatsune OTONASHI,Female,Orange,Sickly,Unknown,https://www.anime-planet.com/characters/hatsune-otonashi,6547.0
2644,Uno,Male,Multicolored,"RapunzelHair,Hats,Ponytail,Prisoners,Tattoos,Teenagers,Braids",Unknown,https://www.anime-planet.com/characters/uno-nanbaka,30016.0
1678,Dabura,Male,Black,"Demons,DemonKings,FacialHair,Horns,Muscular,NoEyebrows,PointyEars,Royalty,Warriors","Though he takes Babidi , Dabura is actually the ruler of the Demon Realm. His love of combat and his overwhelming power make him a useful ally to the diminutive wizard, whom he appears to serve willingly.",https://www.anime-planet.com/characters/dabura,30694.0
2459,Miya ASAMA,Female,Purple,"Landlords,SwordFighters,Widows,YamatoNadeshiko",Unknown,https://www.anime-planet.com/characters/miya-asama,4063.0
3579,Hughes,Male,Multicolored,MagicUsers,Unknown,https://www.anime-planet.com/characters/hughes,6702.0
9313,Raye PENBER,Male,Black,"Adults,Detectives,Police","Raye Penber is an American FBI agent who is engaged to Naomi Misora . He has been sent to Japan to spy on the police, as well as their family members, to determine if Kira is among them.",https://www.anime-planet.com/characters/raye-penber,1535.0
149,Ikaruga,Female,Pink,"Assassins,Chokers,MagicUsers,SwordFighters",Unknown,https://www.anime-planet.com/characters/ikaruga,6702.0
8485,Noriko SONOZAKI,Female,Blue,"Chokers,HighSchoolStudents,Teenagers",Unknown,https://www.anime-planet.com/characters/noriko-sonozaki,31798.0
8437,Tatsuji CHIBIKI,Male,Grey,"Adults,Glasses,Ponytail",Unknown,https://www.anime-planet.com/characters/tatsuji-chibiki,11111.0
9071,Taihei DOMA,Male,Black,"Adults,Cooks,Glasses,HairAntenna,Salaryman","Taihei Domo is a salaryman at Diamond Service company, where he works with his childhood friends Bomba and Kanau and his new co-worker Alex . At home he lives with his little sister Umaru , who runs him ragged with her wacky antics as he tries to cook, clean and keep order in their small household. He tends to be oblivious to certain things around him, from his sister's manipulations to get him to do her bidding to the less-than-subtle romantic feelings that both Kanau and Nana Ebina seem to have for him.",https://www.anime-planet.com/characters/taihei-doma,28825.0
5009,Szilard QUATES,Male,Grey,"Alchemists,FacialHair,Ruthless,Selfish",Unknown,https://www.anime-planet.com/characters/szilard-quates,2251.0
6367,Dr. Hiriluk,Male,Grey,"Anti-GravityHair,Doctors,Elderly,FacialHair,Hats","Hiluluk is the eccentric man who originally took Chopper in. Though he is somewhat of a quack, Hiluluk has a kind heart and strives to make a miracle cure that is able to alleviate any illness, no matter the severity.",https://www.anime-planet.com/characters/dr-hiriluk,21.0
6734,Rei OOGAMI,Male,Black,"ElementalPowers,FirePowers,Gloves,HighSchoolStudents,Ruthless,Superpowers,Teenagers,TransferStudents",Unknown,https://www.anime-planet.com/characters/rei-oogami,11703.0
5611,Sing Soo Ling,Male,Black,"Gangsters,RazorFloss",Unknown,https://www.anime-planet.com/characters/sing-soo-ling,36649.0
6454,Shou,Male,Blonde,"Teenagers,MagicUsers,Tattoos,Piercings,Dark-skinned",Unknown,https://www.anime-planet.com/characters/shou,6702.0
